gesture,timestamp,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
close,2026-04-24T15:02:16.210329,0.8142422437667847,0.8208629488945007,0.7523350119590759,0.8087127208709717,0.6980865597724915,0.7601757049560547,0.6546899080276489,0.7209925055503845,0.617861807346344,0.7014687061309814,0.7215219140052795,0.5903566479682922,0.6945587396621704,0.4931793808937073,0.680359959602356,0.4319440424442291,0.6698675751686096,0.37781471014022827,0.7549891471862793,0.5618212819099426,0.7315511107444763,0.44906705617904663,0.7178756594657898,0.3792881667613983,0.7064213156700134,0.3202560544013977,0.7906379699707031,0.5571408271789551,0.7758170962333679,0.4461632966995239,0.7644681930541992,0.380423903465271,0.7524685263633728,0.32358527183532715,0.8292113542556763,0.571744978427887,0.8350840210914612,0.4871448874473572,0.8361897468566895,0.43042701482772827,0.8349432349205017,0.37689805030822754
close,2026-04-24T15:02:16.710603,0.8131096363067627,0.8188008069992065,0.7514618039131165,0.811764121055603,0.6949326992034912,0.7656594514846802,0.6500349044799805,0.7297242283821106,0.6137363314628601,0.7133454084396362,0.7134756445884705,0.5939655900001526,0.6843394637107849,0.4975398778915405,0.6685912013053894,0.4368722438812256,0.6565958261489868,0.3837971091270447,0.745532751083374,0.5623937249183655,0.7191433906555176,0.45058515667915344,0.7038372755050659,0.38109660148620605,0.6910149455070496,0.32373693585395813,0.7803236842155457,0.5545622706413269,0.7620865106582642,0.4442892074584961,0.7494316101074219,0.3792169690132141,0.7361553311347961,0.32397139072418213,0.8185882568359375,0.565650999546051,0.8224034309387207,0.48067718744277954,0.8222836256027222,0.4241994023323059,0.8197749257087708,0.37140458822250366
close,2026-04-24T15:02:16.750400,0.8121146559715271,0.8204760551452637,0.7500736117362976,0.8123059272766113,0.6937194466590881,0.7661806344985962,0.6487762928009033,0.7304120659828186,0.6121704578399658,0.713300347328186,0.7128022313117981,0.5926647782325745,0.6840205788612366,0.4957190155982971,0.6683531403541565,0.43483370542526245,0.656337320804596,0.3818390965461731,0.7452871203422546,0.5619147419929504,0.7192870378494263,0.4500774145126343,0.7041338682174683,0.3807979226112366,0.6913332939147949,0.3235013782978058,0.7804786562919617,0.5547751188278198,0.7625913023948669,0.4444440007209778,0.7499123215675354,0.37952733039855957,0.7363662719726562,0.3242160975933075,0.8190683722496033,0.5666553378105164,0.8229628801345825,0.4810968339443207,0.8228697776794434,0.42467963695526123,0.820228636264801,0.3719424605369568
close,2026-04-24T15:02:16.792196,0.812473475933075,0.820709228515625,0.7500203847885132,0.8122615218162537,0.6933019757270813,0.7661871910095215,0.6485635042190552,0.7314049005508423,0.6128764152526855,0.7145746350288391,0.7129933834075928,0.5932390093803406,0.6841871738433838,0.49618032574653625,0.6684474945068359,0.4355183243751526,0.6563120484352112,0.38276398181915283,0.745410144329071,0.5624079704284668,0.7193825244903564,0.4502813220024109,0.7041707634925842,0.38079115748405457,0.6914440393447876,0.32351332902908325,0.7805618047714233,0.555267333984375,0.7625749707221985,0.4444049596786499,0.7499299645423889,0.3794916868209839,0.736692488193512,0.32417014241218567,0.8190942406654358,0.5672432780265808,0.822928786277771,0.48207783699035645,0.8225997686386108,0.4253997206687927,0.819995105266571,0.3719642460346222
close,2026-04-24T15:02:16.834442,0.8125334978103638,0.8207995891571045,0.7506208419799805,0.8132022619247437,0.6944422125816345,0.7682819366455078,0.6498796343803406,0.7341896891593933,0.614166259765625,0.7162944078445435,0.7133339643478394,0.5939789414405823,0.6844286918640137,0.49672192335128784,0.6687330603599548,0.4358939528465271,0.6567593216896057,0.3827170133590698,0.7456032633781433,0.5634470582008362,0.7194489240646362,0.4511549472808838,0.7042109966278076,0.3817850351333618,0.691502034664154,0.3243447542190552,0.7805908918380737,0.5563415288925171,0.7625986337661743,0.44522804021835327,0.7498299479484558,0.3797476887702942,0.7365441918373108,0.32398295402526855,0.819090723991394,0.5681917667388916,0.8229511380195618,0.4824989140033722,0.822780191898346,0.4254301190376282,0.8203088045120239,0.3719295263290405
close,2026-04-24T15:02:16.879354,0.8139554262161255,0.821460485458374,0.7511869668960571,0.81346595287323,0.694989800453186,0.7676894068717957,0.650459885597229,0.7335379719734192,0.6148631572723389,0.7159859538078308,0.713884174823761,0.5947777628898621,0.6848231554031372,0.4974142909049988,0.6690535545349121,0.4365585446357727,0.6570059657096863,0.38349947333335876,0.7463602423667908,0.5638476014137268,0.7201465368270874,0.45165109634399414,0.7048801779747009,0.3822130858898163,0.692182183265686,0.3247760832309723,0.7815898656845093,0.5566946864128113,0.7633651494979858,0.445650577545166,0.7505915760993958,0.38077878952026367,0.7372144460678101,0.32556337118148804,0.8202226161956787,0.5687510371208191,0.8237981200218201,0.48338568210601807,0.8232606649398804,0.42695510387420654,0.8204231262207031,0.3737519085407257
close,2026-04-24T15:02:16.920683,0.8132246732711792,0.8223632574081421,0.7508846521377563,0.8132902383804321,0.6946670413017273,0.7680241465568542,0.6502131819725037,0.7347366809844971,0.6147412061691284,0.717100977897644,0.7141862511634827,0.594933807849884,0.6851449608802795,0.49744999408721924,0.6694229245185852,0.4366074204444885,0.6575179100036621,0.38352131843566895,0.7467494010925293,0.5645967125892639,0.7205780148506165,0.45238158106803894,0.7054551839828491,0.38275760412216187,0.6929317116737366,0.32487836480140686,0.7820630669593811,0.5574887990951538,0.7640653252601624,0.4465569257736206,0.7515249848365784,0.3812761604785919,0.7383872866630554,0.32539066672325134,0.820744514465332,0.5694581270217896,0.824285089969635,0.4843563735485077,0.8240528702735901,0.4277481734752655,0.821567177772522,0.37448206543922424
close,2026-04-24T15:02:16.963110,0.8138974905014038,0.8221774697303772,0.7519214749336243,0.8137286901473999,0.6959152221679688,0.769234299659729,0.6518194079399109,0.7356829643249512,0.616426944732666,0.717959463596344,0.7149150967597961,0.595442533493042,0.6860677003860474,0.49835777282714844,0.670457124710083,0.43756574392318726,0.6584761738777161,0.38438165187835693,0.747323215007782,0.5649221539497375,0.7212696075439453,0.4528724253177643,0.7062090635299683,0.38334062695503235,0.6935933232307434,0.32537391781806946,0.7823588848114014,0.5581061840057373,0.7647606730461121,0.4471343755722046,0.7522359490394592,0.381908118724823,0.7390384078025818,0.3264577388763428,0.8208605051040649,0.5704500675201416,0.8251307606697083,0.48509156703948975,0.8249082565307617,0.4281386733055115,0.8222770690917969,0.3747497498989105
close,2026-04-24T15:02:17.005739,0.8139257431030273,0.8232738375663757,0.7526714205741882,0.8158770203590393,0.6975674629211426,0.7706578969955444,0.6536747813224792,0.7366607189178467,0.6179693937301636,0.7188631296157837,0.7154505848884583,0.5970335006713867,0.6866827011108398,0.499980092048645,0.6710585355758667,0.43923449516296387,0.6591867804527283,0.38621819019317627,0.7478885054588318,0.5661937594413757,0.7218000292778015,0.4541811943054199,0.7065310478210449,0.3846818804740906,0.693638801574707,0.32699254155158997,0.7828753590583801,0.5589056611061096,0.7649882435798645,0.44775399565696716,0.7523266673088074,0.3823544979095459,0.7388691306114197,0.3266722559928894,0.8211436867713928,0.5708290338516235,0.8252089619636536,0.4852619767189026,0.8252186179161072,0.42870697379112244,0.8226305842399597,0.37611445784568787
close,2026-04-24T15:02:17.046318,0.8134965300559998,0.8246945738792419,0.752038300037384,0.8172129392623901,0.6969449520111084,0.7714492082595825,0.653823971748352,0.7367316484451294,0.6183116436004639,0.7198479175567627,0.7160072326660156,0.5981171727180481,0.6874608993530273,0.5017737746238708,0.6719580292701721,0.441039502620697,0.660187840461731,0.3880177140235901,0.7483792304992676,0.5670087337493896,0.7222842574119568,0.4548727571964264,0.7069551944732666,0.3849785327911377,0.694110631942749,0.3268790543079376,0.7833256721496582,0.5598894357681274,0.7653087973594666,0.44895750284194946,0.7526893019676208,0.3831808269023895,0.7392976880073547,0.3265998959541321,0.8215894103050232,0.571802020072937,0.8254974484443665,0.4862459897994995,0.8250853419303894,0.42935213446617126,0.8219910264015198,0.3758590817451477
close,2026-04-24T15:02:17.088894,0.815122663974762,0.8242436051368713,0.7537408471107483,0.8179584741592407,0.699185311794281,0.7731524705886841,0.656033992767334,0.7383126020431519,0.6201244592666626,0.7198743224143982,0.7179805636405945,0.6002081036567688,0.6892803907394409,0.5039011240005493,0.6734980344772339,0.4429005980491638,0.661577582359314,0.3898918628692627,0.7498970627784729,0.5692240595817566,0.7235344648361206,0.45713311433792114,0.7083780765533447,0.38754162192344666,0.6958924531936646,0.3295361399650574,0.784694254398346,0.5618117451667786,0.7667653560638428,0.4503920078277588,0.7541699409484863,0.3845636248588562,0.7409778237342834,0.3278643786907196,0.8230043649673462,0.5737015008926392,0.827578604221344,0.48851752281188965,0.8277312517166138,0.4317208528518677,0.8254316449165344,0.3782896399497986
close,2026-04-24T15:02:17.131678,0.8153168559074402,0.8253791928291321,0.7542850375175476,0.818273663520813,0.7002624273300171,0.7727075219154358,0.6573723554611206,0.7373179197311401,0.6213400363922119,0.7193433046340942,0.7183959484100342,0.5995693802833557,0.6897836327552795,0.5030321478843689,0.6743691563606262,0.4420697093009949,0.6628204584121704,0.388600617647171,0.7507687211036682,0.5686724781990051,0.7245950102806091,0.45646506547927856,0.7095699310302734,0.38671404123306274,0.6969200968742371,0.32802319526672363,0.7857675552368164,0.5618005990982056,0.7677407264709473,0.4506274163722992,0.7553461194038391,0.3848777413368225,0.7422038316726685,0.3281048834323883,0.8240894675254822,0.5744060277938843,0.8280270099639893,0.4888313412666321,0.8281405568122864,0.4323427975177765,0.8255013823509216,0.3793492317199707
close,2026-04-24T15:02:17.172818,0.8153434991836548,0.8242797255516052,0.7541957497596741,0.8159754872322083,0.6997842788696289,0.7708582878112793,0.6569918394088745,0.7361710071563721,0.6212794184684753,0.7191219925880432,0.7184506058692932,0.5992291569709778,0.689835250377655,0.5025553107261658,0.6747419834136963,0.44127190113067627,0.6635764241218567,0.3876320421695709,0.7509018182754517,0.5678352117538452,0.7249529957771301,0.4559427797794342,0.7099985480308533,0.3862602710723877,0.6975226402282715,0.3277013599872589,0.7859094738960266,0.5604172945022583,0.7683281898498535,0.45024558901786804,0.7559793591499329,0.38457822799682617,0.7430765628814697,0.3278493285179138,0.8240268230438232,0.5723851919174194,0.828122615814209,0.48722830414772034,0.8282918930053711,0.43074119091033936,0.8259314894676208,0.3775579333305359
close,2026-04-24T15:02:17.215746,0.8153615593910217,0.822851300239563,0.754338264465332,0.8145452737808228,0.7000585198402405,0.7696623802185059,0.6574520468711853,0.7347632050514221,0.6215529441833496,0.7181828022003174,0.718173623085022,0.5978757739067078,0.6896374225616455,0.5012526512145996,0.6746599078178406,0.4401383101940155,0.6635509729385376,0.38659387826919556,0.7505978345870972,0.5664385557174683,0.7245165109634399,0.4546489119529724,0.7096346616744995,0.38504666090011597,0.6972798705101013,0.32657045125961304,0.7856414914131165,0.5592095255851746,0.7677321434020996,0.4495701789855957,0.7553622126579285,0.38380807638168335,0.7424975037574768,0.32685577869415283,0.8238190412521362,0.5712924003601074,0.82750403881073,0.4864387810230255,0.8276280164718628,0.4303795099258423,0.8252001404762268,0.3775593042373657
close,2026-04-24T15:02:17.259062,0.8146082758903503,0.8221521377563477,0.7532910704612732,0.8142036199569702,0.6991897821426392,0.7694442272186279,0.656704843044281,0.7349481582641602,0.6211856603622437,0.7176589369773865,0.7182068228721619,0.5975085496902466,0.6898574829101562,0.500723123550415,0.6747696399688721,0.43970417976379395,0.6635804176330566,0.3864232897758484,0.7507688403129578,0.5664682388305664,0.7247256636619568,0.4543188214302063,0.7096827626228333,0.38466471433639526,0.6972014307975769,0.32640087604522705,0.785808265209198,0.5591987371444702,0.7679717540740967,0.448888897895813,0.755567193031311,0.3830670118331909,0.7426497340202332,0.3263215720653534,0.8239892721176147,0.5708747506141663,0.8279893398284912,0.48530706763267517,0.8282785415649414,0.4289684295654297,0.8259435296058655,0.3761661946773529
close,2026-04-24T15:02:17.301286,0.8145574927330017,0.8214250802993774,0.7530545592308044,0.8145450353622437,0.698596715927124,0.7703289985656738,0.6562603712081909,0.7354509234428406,0.620404839515686,0.7171855568885803,0.7171822190284729,0.5983607769012451,0.6888002753257751,0.5006752610206604,0.673321008682251,0.43969547748565674,0.6613547205924988,0.3870042562484741,0.7499275803565979,0.5675163865089417,0.7243527173995972,0.45537641644477844,0.7089553475379944,0.38590991497039795,0.6958621740341187,0.3281211853027344,0.7849146723747253,0.5604536533355713,0.7672024369239807,0.4505077600479126,0.7543601989746094,0.3839755654335022,0.7410881519317627,0.32623007893562317,0.8228017091751099,0.5719672441482544,0.8268312811851501,0.48637741804122925,0.8270153999328613,0.4295453429222107,0.8246233463287354,0.3758602738380432
close,2026-04-24T15:02:17.345459,0.8142799139022827,0.8225715756416321,0.7527105212211609,0.8151429891586304,0.6985911726951599,0.7707464098930359,0.6560249924659729,0.737050473690033,0.6201185584068298,0.7194626927375793,0.7169418334960938,0.5983551740646362,0.6880829930305481,0.5013749003410339,0.6726212501525879,0.4407602548599243,0.6608929634094238,0.3879716694355011,0.749457597732544,0.5674523711204529,0.7231287360191345,0.45561760663986206,0.7077020406723022,0.386247456073761,0.6948258280754089,0.32843050360679626,0.7843723297119141,0.5604641437530518,0.7662167549133301,0.4498779773712158,0.7534905672073364,0.3841812014579773,0.7402610182762146,0.3274567723274231,0.8223929405212402,0.5722550749778748,0.8263699412345886,0.4859083294868469,0.8264082670211792,0.42917993664741516,0.8236541748046875,0.37582218647003174
close,2026-04-24T15:02:17.387974,0.8155665993690491,0.8218791484832764,0.7534971833229065,0.8165736198425293,0.6991665363311768,0.7727342247962952,0.6560832858085632,0.7381390929222107,0.6197701692581177,0.7206799983978271,0.7169260382652283,0.6000485420227051,0.6882036328315735,0.5031077861785889,0.6725929975509644,0.44222092628479004,0.6607099771499634,0.38914698362350464,0.7495042681694031,0.5687594413757324,0.7231379151344299,0.45695310831069946,0.7075250148773193,0.38737714290618896,0.6944599747657776,0.32917773723602295,0.7844318747520447,0.5613012313842773,0.7662720084190369,0.4511680006980896,0.753515899181366,0.38539430499076843,0.7402804493904114,0.32851409912109375,0.8224474191665649,0.5722876191139221,0.8263427019119263,0.4864988327026367,0.8264690637588501,0.4302707314491272,0.8240266442298889,0.3772726058959961
